20150406;1;0;497.0
20150406;2;0;387.0
20150406;3;0;387.0
20150406;4;0;387.0
20150406;5;0;387.0
20150406;6;0;498.0
20150406;7;0;498.0
20150406;8;0;494.0
20150406;9;0;494.0
20150406;10;0;494.0
20150406;11;0;495.0
20150406;12;0;496.0
20150406;13;0;496.0
20150406;14;0;594.0
20150406;15;0;595.0
20150406;16;0;497.0
20150406;17;0;497.0
20150406;18;0;496.0
20150406;19;0;497.0
20150406;20;0;495.0
20150406;21;0;494.0
20150406;22;0;597.0
20150406;23;0;597.0
20150407;0;0;494.0
20150407;1;0;497.0
20150407;2;0;388.0
20150407;3;0;388.0
20150407;4;0;388.0
20150407;5;0;400.0
20150407;6;0;499.0
20150407;7;0;498.0
20150407;8;0;494.0
20150407;9;0;495.0
20150407;10;0;495.0
20150407;11;0;496.0
20150407;12;0;496.0
20150407;13;0;498.0
20150407;14;0;593.0
20150407;15;0;593.0
20150407;16;0;498.0
20150407;17;0;498.0
20150407;18;0;499.0
20150407;19;0;498.0
20150407;20;0;496.0
20150407;21;0;495.0
20150407;22;0;589.0
20150407;23;0;597.0
20150408;0;0;596.0
20150408;1;0;596.0
20150408;2;0;498.0
20150408;3;0;389.0
20150408;4;0;388.0
20150408;5;0;400.0
20150408;6;0;498.0
20150408;7;0;498.0
20150408;8;0;498.0
20150408;9;0;496.0
20150408;10;0;494.0
20150408;11;0;496.0
20150408;12;0;496.0
20150408;13;0;497.0
20150408;14;0;597.0
20150408;15;0;597.0
20150408;16;0;497.0
20150408;17;0;497.0
20150408;18;0;497.0
20150408;19;0;490.0
20150408;20;0;496.0
20150408;21;0;495.0
20150408;22;0;698.0
20150408;23;0;599.0
20150409;0;0;597.0
20150409;1;0;597.0
20150409;2;0;497.0
20150409;3;0;497.0
20150409;4;0;497.0
20150409;5;0;497.0
20150409;6;0;498.0
20150409;7;0;498.0
20150409;8;0;498.0
20150409;9;0;498.0
20150409;10;0;497.0
20150409;11;0;494.0
20150409;12;0;495.0
20150409;13;0;495.0
20150409;14;0;592.0
20150409;15;0;588.0
20150409;16;0;505.0
20150409;17;0;497.0
20150409;18;0;596.0
20150409;19;0;595.0
20150409;20;0;598.0
20150409;21;0;598.0
20150409;22;0;596.0
20150409;23;0;592.0
20150410;0;0;597.0
20150410;1;0;597.0
20150410;2;0;497.0
20150410;3;0;498.0
20150410;4;0;498.0
20150410;5;0;498.0
20150410;6;0;498.0
20150410;7;0;499.0
20150410;8;0;495.0
20150410;9;0;495.0
20150410;10;0;495.0
20150410;11;0;496.0
20150410;12;0;494.0
20150410;13;0;497.0
20150410;14;0;499.0
20150410;15;0;505.0
20150410;16;0;491.0
20150410;17;0;498.0
20150410;18;0;498.0
20150410;19;0;492.0
20150410;20;0;494.0
20150410;21;0;495.0
20150410;22;0;592.0
20150410;23;0;597.0
20150411;0;0;591.0
20150411;1;0;593.0
20150411;2;0;498.0
20150411;3;0;500.0
20150411;4;0;500.0
20150411;5;0;499.0
20150411;6;0;500.0
20150411;7;0;497.0
20150411;8;0;499.0
20150411;9;0;496.0
20150411;10;0;495.0
20150411;11;0;494.0
20150411;12;0;497.0
20150411;13;0;498.0
20150411;14;0;597.0
20150411;15;0;597.0
20150411;16;0;597.0
20150411;17;0;499.0
20150411;18;0;500.0
20150411;19;0;500.0
20150411;20;0;497.0
20150411;21;0;496.0
20150411;22;0;598.0
20150411;23;0;598.0
20150412;0;0;597.0
20150412;1;0;494.0
20150412;2;0;498.0
20150412;3;0;499.0
20150412;4;0;391.0
20150412;5;0;390.0
20150412;6;0;390.0
20150412;7;0;390.0
20150412;8;0;389.0
20150412;9;0;498.0
20150412;10;0;499.0
20150412;11;0;496.0
20150412;12;0;498.0
20150412;13;0;497.0
20150412;14;0;497.0
20150412;15;0;597.0
20150412;16;0;496.0
20150412;17;0;502.0
20150412;18;0;498.0
20150412;19;0;499.0
20150412;20;0;497.0
20150412;21;0;494.0
20150412;22;0;596.0
20150412;23;0;598.0
20150413;0;0;495.0
20150413;1;0;495.0
20150413;2;0;498.0
20150413;3;0;387.0
20150413;4;0;386.0
20150413;5;0;400.0
20150413;6;0;495.0
20150413;7;0;499.0
20150413;8;0;497.0
20150413;9;0;496.0
20150413;10;0;495.0
20150413;11;0;498.0
20150413;12;0;497.0
20150413;13;0;498.0
20150413;14;0;591.0
20150413;15;0;592.0
20150413;16;0;498.0
20150413;17;0;502.0
20150413;18;0;499.0
20150413;19;0;499.0
20150413;20;0;493.0
20150413;21;0;497.0
20150413;22;0;592.0
20150413;23;0;597.0
20150414;0;0;595.0
