20150406;1;0;584.0
20150406;2;0;498.0
20150406;3;0;498.0
20150406;4;0;498.0
20150406;5;0;499.0
20150406;6;0;883.0
20150406;7;0;884.0
20150406;8;0;888.0
20150406;9;0;888.0
20150406;10;0;887.0
20150406;11;0;590.0
20150406;12;0;588.0
20150406;13;0;587.0
20150406;14;0;684.0
20150406;15;0;686.0
20150406;16;0;587.0
20150406;17;0;587.0
20150406;18;0;585.0
20150406;19;0;590.0
20150406;20;0;890.0
20150406;21;0;891.0
20150406;22;0;692.0
20150406;23;0;692.0
20150407;0;0;687.0
20150407;1;0;585.0
20150407;2;0;497.0
20150407;3;0;498.0
20150407;4;0;498.0
20150407;5;0;600.0
20150407;6;0;886.0
20150407;7;0;885.0
20150407;8;0;893.0
20150407;9;0;891.0
20150407;10;0;891.0
20150407;11;0;595.0
20150407;12;0;595.0
20150407;13;0;592.0
20150407;14;0;794.0
20150407;15;0;794.0
20150407;16;0;591.0
20150407;17;0;593.0
20150407;18;0;593.0
20150407;19;0;890.0
20150407;20;0;892.0
20150407;21;0;890.0
20150407;22;0;788.0
20150407;23;0;692.0
20150408;0;0;687.0
20150408;1;0;686.0
20150408;2;0;586.0
20150408;3;0;497.0
20150408;4;0;497.0
20150408;5;0;601.0
20150408;6;0;885.0
20150408;7;0;886.0
20150408;8;0;889.0
20150408;9;0;893.0
20150408;10;0;798.0
20150408;11;0;692.0
20150408;12;0;694.0
20150408;13;0;695.0
20150408;14;0;689.0
20150408;15;0;688.0
20150408;16;0;590.0
20150408;17;0;591.0
20150408;18;0;594.0
20150408;19;0;588.0
20150408;20;0;892.0
20150408;21;0;893.0
20150408;22;0;789.0
20150408;23;0;697.0
20150409;0;0;692.0
20150409;1;0;692.0
20150409;2;0;591.0
20150409;3;0;591.0
20150409;4;0;591.0
20150409;5;0;591.0
20150409;6;0;891.0
20150409;7;0;891.0
20150409;8;0;893.0
20150409;9;0;890.0
20150409;10;0;889.0
20150409;11;0;692.0
20150409;12;0;695.0
20150409;13;0;696.0
20150409;14;0;687.0
20150409;15;0;682.0
20150409;16;0;600.0
20150409;17;0;591.0
20150409;18;0;797.0
20150409;19;0;792.0
20150409;20;0;897.0
20150409;21;0;897.0
20150409;22;0;794.0
20150409;23;0;687.0
20150410;0;0;690.0
20150410;1;0;689.0
20150410;2;0;589.0
20150410;3;0;588.0
20150410;4;0;588.0
20150410;5;0;589.0
20150410;6;0;886.0
20150410;7;0;887.0
20150410;8;0;891.0
20150410;9;0;892.0
20150410;10;0;797.0
20150410;11;0;693.0
20150410;12;0;691.0
20150410;13;0;591.0
20150410;14;0;591.0
20150410;15;0;598.0
20150410;16;0;582.0
20150410;17;0;590.0
20150410;18;0;590.0
20150410;19;0;796.0
20150410;20;0;891.0
20150410;21;0;894.0
20150410;22;0;793.0
20150410;23;0;692.0
20150411;0;0;683.0
20150411;1;0;688.0
20150411;2;0;592.0
20150411;3;0;592.0
20150411;4;0;592.0
20150411;5;0;592.0
20150411;6;0;592.0
20150411;7;0;696.0
20150411;8;0;890.0
20150411;9;0;890.0
20150411;10;0;890.0
20150411;11;0;593.0
20150411;12;0;593.0
20150411;13;0;591.0
20150411;14;0;690.0
20150411;15;0;690.0
20150411;16;0;689.0
20150411;17;0;591.0
20150411;18;0;592.0
20150411;19;0;592.0
20150411;20;0;888.0
20150411;21;0;890.0
20150411;22;0;693.0
20150411;23;0;693.0
20150412;0;0;690.0
20150412;1;0;688.0
20150412;2;0;586.0
20150412;3;0;586.0
20150412;4;0;498.0
20150412;5;0;499.0
20150412;6;0;499.0
20150412;7;0;499.0
20150412;8;0;499.0
20150412;9;0;883.0
20150412;10;0;888.0
20150412;11;0;691.0
20150412;12;0;590.0
20150412;13;0;589.0
20150412;14;0;590.0
20150412;15;0;690.0
20150412;16;0;692.0
20150412;17;0;595.0
20150412;18;0;589.0
20150412;19;0;587.0
20150412;20;0;884.0
20150412;21;0;887.0
20150412;22;0;691.0
20150412;23;0;691.0
20150413;0;0;688.0
20150413;1;0;687.0
20150413;2;0;585.0
20150413;3;0;499.0
20150413;4;0;497.0
20150413;5;0;600.0
20150413;6;0;878.0
20150413;7;0;886.0
20150413;8;0;891.0
20150413;9;0;892.0
20150413;10;0;593.0
20150413;11;0;593.0
20150413;12;0;591.0
20150413;13;0;589.0
20150413;14;0;793.0
20150413;15;0;793.0
20150413;16;0;589.0
20150413;17;0;593.0
20150413;18;0;592.0
20150413;19;0;594.0
20150413;20;0;797.0
20150413;21;0;894.0
20150413;22;0;794.0
20150413;23;0;689.0
20150414;0;0;688.0
